Drug;Type;Reaction
Cimzia;WARNINGS AND PRECAUTIONS;Coccidioidomycosis
Cimzia;WARNINGS AND PRECAUTIONS;Cytopenia
Cimzia;WARNINGS AND PRECAUTIONS;Death
Cimzia;WARNINGS AND PRECAUTIONS;Demyelination
Cimzia;WARNINGS AND PRECAUTIONS;Demyelination
Cimzia;WARNINGS AND PRECAUTIONS;Dyspnoea
Cimzia;WARNINGS AND PRECAUTIONS;Guillain-Barre syndrome
Cimzia;WARNINGS AND PRECAUTIONS;Hepatitis B
Cimzia;WARNINGS AND PRECAUTIONS;Hepatosplenic T-cell lymphoma
Cimzia;WARNINGS AND PRECAUTIONS;Histoplasmosis
Cimzia;WARNINGS AND PRECAUTIONS;Hodgkin's disease
Cimzia;WARNINGS AND PRECAUTIONS;Hypersensitivity
Cimzia;WARNINGS AND PRECAUTIONS;Hypersensitivity
Cimzia;WARNINGS AND PRECAUTIONS;Hypotension
Cimzia;WARNINGS AND PRECAUTIONS;Infection parasitic
Cimzia;WARNINGS AND PRECAUTIONS;Infection
Cimzia;WARNINGS AND PRECAUTIONS;Legionella infection
Cimzia;WARNINGS AND PRECAUTIONS;Leukopenia
Cimzia;WARNINGS AND PRECAUTIONS;Listeriosis
Cimzia;WARNINGS AND PRECAUTIONS;Lupus-like syndrome
Cimzia;WARNINGS AND PRECAUTIONS;Lymphoma
Cimzia;WARNINGS AND PRECAUTIONS;Multiple sclerosis
Cimzia;WARNINGS AND PRECAUTIONS;Mycobacterial infection
Cimzia;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Cimzia;WARNINGS AND PRECAUTIONS;Nervous system disorder
Cimzia;WARNINGS AND PRECAUTIONS;Neuropathy peripheral
Cimzia;WARNINGS AND PRECAUTIONS;Non-Hodgkin's lymphoma
Cimzia;WARNINGS AND PRECAUTIONS;Opportunistic infection
Cimzia;WARNINGS AND PRECAUTIONS;Optic neuritis
Cimzia;WARNINGS AND PRECAUTIONS;Pancytopenia
Cimzia;WARNINGS AND PRECAUTIONS;Pneumocystis jirovecii pneumonia
Cimzia;WARNINGS AND PRECAUTIONS;Rash
Cimzia;WARNINGS AND PRECAUTIONS;Seizure
Cimzia;WARNINGS AND PRECAUTIONS;Serum sickness
Cimzia;WARNINGS AND PRECAUTIONS;Systemic mycosis
Cimzia;WARNINGS AND PRECAUTIONS;Thrombocytopenia
Cimzia;WARNINGS AND PRECAUTIONS;Tuberculosis
Cimzia;WARNINGS AND PRECAUTIONS;Tuberculosis
Cimzia;WARNINGS AND PRECAUTIONS;Tuberculosis
Cimzia;WARNINGS AND PRECAUTIONS;Urticaria
Cimzia;WARNINGS AND PRECAUTIONS;Viral infection
INVOKANA;ADVERSE REACTIONS;Abdominal pain
INVOKANA;ADVERSE REACTIONS;Acute kidney injury
INVOKANA;ADVERSE REACTIONS;Angioedema
INVOKANA;ADVERSE REACTIONS;Asthenia
INVOKANA;ADVERSE REACTIONS;Asthenia
INVOKANA;ADVERSE REACTIONS;Asthenia
INVOKANA;ADVERSE REACTIONS;Balanitis candida
INVOKANA;ADVERSE REACTIONS;Balanoposthitis
INVOKANA;ADVERSE REACTIONS;Blood creatinine abnormal
INVOKANA;ADVERSE REACTIONS;Blood creatinine increased
INVOKANA;ADVERSE REACTIONS;Blood creatinine increased
INVOKANA;ADVERSE REACTIONS;Blood magnesium abnormal
INVOKANA;ADVERSE REACTIONS;Blood magnesium increased
INVOKANA;ADVERSE REACTIONS;Blood phosphorus abnormal
INVOKANA;ADVERSE REACTIONS;Blood phosphorus increased
INVOKANA;ADVERSE REACTIONS;Blood potassium increased
INVOKANA;ADVERSE REACTIONS;Blood potassium increased
INVOKANA;ADVERSE REACTIONS;Bone density decreased
INVOKANA;ADVERSE REACTIONS;Constipation
INVOKANA;ADVERSE REACTIONS;Dehydration
INVOKANA;ADVERSE REACTIONS;Dizziness postural
INVOKANA;ADVERSE REACTIONS;Erythema
INVOKANA;ADVERSE REACTIONS;Fall
INVOKANA;ADVERSE REACTIONS;Fatigue
INVOKANA;ADVERSE REACTIONS;Fracture
INVOKANA;ADVERSE REACTIONS;Fracture
INVOKANA;ADVERSE REACTIONS;Genital infection female
INVOKANA;ADVERSE REACTIONS;Genital infection fungal
INVOKANA;ADVERSE REACTIONS;Genital infection male
INVOKANA;ADVERSE REACTIONS;Glomerular filtration rate abnormal
INVOKANA;ADVERSE REACTIONS;Glomerular filtration rate decreased
INVOKANA;ADVERSE REACTIONS;Glomerular filtration rate decreased
INVOKANA;ADVERSE REACTIONS;Haemoglobin abnormal
INVOKANA;ADVERSE REACTIONS;Haemoglobin increased
INVOKANA;ADVERSE REACTIONS;Hyperkalaemia
INVOKANA;ADVERSE REACTIONS;Hypersensitivity
INVOKANA;ADVERSE REACTIONS;Hypersensitivity
INVOKANA;ADVERSE REACTIONS;Hypoglycaemia
INVOKANA;ADVERSE REACTIONS;Hypoglycaemia
INVOKANA;ADVERSE REACTIONS;Hypotension
INVOKANA;ADVERSE REACTIONS;Hypovolaemia
INVOKANA;ADVERSE REACTIONS;Hypovolaemia
INVOKANA;ADVERSE REACTIONS;Low density lipoprotein abnormal
INVOKANA;ADVERSE REACTIONS;Low density lipoprotein increased
INVOKANA;ADVERSE REACTIONS;Low density lipoprotein increased
INVOKANA;ADVERSE REACTIONS;Nausea
INVOKANA;ADVERSE REACTIONS;Non-high-density lipoprotein cholesterol increased
INVOKANA;ADVERSE REACTIONS;Orthostatic hypotension
INVOKANA;ADVERSE REACTIONS;Pancreatitis acute
INVOKANA;ADVERSE REACTIONS;Pancreatitis chronic
INVOKANA;ADVERSE REACTIONS;Phimosis
INVOKANA;ADVERSE REACTIONS;Photosensitivity reaction
INVOKANA;ADVERSE REACTIONS;Pollakiuria
INVOKANA;ADVERSE REACTIONS;Polymorphic light eruption
INVOKANA;ADVERSE REACTIONS;Polyuria
INVOKANA;ADVERSE REACTIONS;Pruritus
INVOKANA;ADVERSE REACTIONS;Rash generalised
INVOKANA;ADVERSE REACTIONS;Rash
INVOKANA;ADVERSE REACTIONS;Renal impairment
INVOKANA;ADVERSE REACTIONS;Renal impairment
INVOKANA;ADVERSE REACTIONS;Renal impairment
INVOKANA;ADVERSE REACTIONS;Renal impairment
INVOKANA;ADVERSE REACTIONS;Sunburn
INVOKANA;ADVERSE REACTIONS;Syncope
INVOKANA;ADVERSE REACTIONS;Thirst
INVOKANA;ADVERSE REACTIONS;Upper limb fracture
INVOKANA;ADVERSE REACTIONS;Urinary tract infection
INVOKANA;ADVERSE REACTIONS;Urticaria
INVOKANA;ADVERSE REACTIONS;Vulvovaginal candidiasis
INVOKANA;ADVERSE REACTIONS;Vulvovaginal mycotic infection
INVOKANA;ADVERSE REACTIONS;Vulvovaginal pruritus
INVOKANA;ADVERSE REACTIONS;Vulvovaginitis
INVOKANA;ADVERSE REACTIONS;
INVOKANA;WARNINGS AND PRECAUTIONS;Blood creatinine increased
INVOKANA;WARNINGS AND PRECAUTIONS;Fracture
INVOKANA;WARNINGS AND PRECAUTIONS;Genital infection fungal
INVOKANA;WARNINGS AND PRECAUTIONS;Glomerular filtration rate decreased
INVOKANA;WARNINGS AND PRECAUTIONS;Hyperkalaemia
INVOKANA;WARNINGS AND PRECAUTIONS;Hypersensitivity
INVOKANA;WARNINGS AND PRECAUTIONS;Hypoglycaemia
INVOKANA;WARNINGS AND PRECAUTIONS;Hypotension
INVOKANA;WARNINGS AND PRECAUTIONS;Hypotension
INVOKANA;WARNINGS AND PRECAUTIONS;Hypovolaemia
INVOKANA;WARNINGS AND PRECAUTIONS;Low density lipoprotein increased
INVOKANA;WARNINGS AND PRECAUTIONS;Renal impairment
INVOKANA;WARNINGS AND PRECAUTIONS;Renal impairment
INVOKANA;WARNINGS AND PRECAUTIONS;Urticaria
Pradaxa;BOXED WARNINGS;Extradural haematoma
Pradaxa;BOXED WARNINGS;Haematoma
Pradaxa;BOXED WARNINGS;Paralysis
Pradaxa;BOXED WARNINGS;Paralysis
Pradaxa;BOXED WARNINGS;Spinal cord haematoma
Pradaxa;ADVERSE REACTIONS;Abdominal discomfort
Pradaxa;ADVERSE REACTIONS;Abdominal pain upper
Pradaxa;ADVERSE REACTIONS;Abdominal pain upper
Pradaxa;ADVERSE REACTIONS;Abdominal pain
Pradaxa;ADVERSE REACTIONS;Allergic oedema
Pradaxa;ADVERSE REACTIONS;Anaphylactic reaction
Pradaxa;ADVERSE REACTIONS;Anaphylactic shock
Pradaxa;ADVERSE REACTIONS;Angioedema
Pradaxa;ADVERSE REACTIONS;Cerebral haemorrhage
Pradaxa;ADVERSE REACTIONS;Compartment syndrome
Pradaxa;ADVERSE REACTIONS;Death
Pradaxa;ADVERSE REACTIONS;Diarrhoea
Pradaxa;ADVERSE REACTIONS;Dyspepsia
Pradaxa;ADVERSE REACTIONS;Epigastric discomfort
Pradaxa;ADVERSE REACTIONS;Eye haemorrhage
Pradaxa;ADVERSE REACTIONS;Gastric haemorrhage
Pradaxa;ADVERSE REACTIONS;Gastritis erosive
Pradaxa;ADVERSE REACTIONS;Gastritis haemorrhagic
Pradaxa;ADVERSE REACTIONS;Gastritis
Pradaxa;ADVERSE REACTIONS;Gastrointestinal disorder
Pradaxa;ADVERSE REACTIONS;Gastrointestinal haemorrhage
Pradaxa;ADVERSE REACTIONS;Gastrointestinal haemorrhage
Pradaxa;ADVERSE REACTIONS;Gastrointestinal ulcer
Pradaxa;ADVERSE REACTIONS;Gastrooesophageal reflux disease
Pradaxa;ADVERSE REACTIONS;Haemarthrosis
Pradaxa;ADVERSE REACTIONS;Haemoglobin decreased
Pradaxa;ADVERSE REACTIONS;Haemorrhage intracranial
Pradaxa;ADVERSE REACTIONS;Haemorrhage intracranial
Pradaxa;ADVERSE REACTIONS;Haemorrhage
Pradaxa;ADVERSE REACTIONS;Haemorrhage
Pradaxa;ADVERSE REACTIONS;Haemorrhagic erosive gastritis
Pradaxa;ADVERSE REACTIONS;Haemorrhagic stroke
Pradaxa;ADVERSE REACTIONS;Hypersensitivity
Pradaxa;ADVERSE REACTIONS;Muscle haemorrhage
Pradaxa;ADVERSE REACTIONS;Myocardial infarction
Pradaxa;ADVERSE REACTIONS;Nausea
Pradaxa;ADVERSE REACTIONS;Oesophageal ulcer
Pradaxa;ADVERSE REACTIONS;Oesophagitis
Pradaxa;ADVERSE REACTIONS;Pericardial haemorrhage
Pradaxa;ADVERSE REACTIONS;Pruritus
Pradaxa;ADVERSE REACTIONS;Rash
Pradaxa;ADVERSE REACTIONS;Retroperitoneal haemorrhage
Pradaxa;ADVERSE REACTIONS;Spinal cord haemorrhage
Pradaxa;ADVERSE REACTIONS;Subarachnoid haemorrhage
Pradaxa;ADVERSE REACTIONS;Subdural haemorrhage
Pradaxa;ADVERSE REACTIONS;Thrombocytopenia
Pradaxa;ADVERSE REACTIONS;Urticaria
Pradaxa;WARNINGS AND PRECAUTIONS;Cardiac valve replacement complication
Pradaxa;WARNINGS AND PRECAUTIONS;Death
Pradaxa;WARNINGS AND PRECAUTIONS;Embolic stroke
Pradaxa;WARNINGS AND PRECAUTIONS;Embolism
Pradaxa;WARNINGS AND PRECAUTIONS;Extradural haematoma
Pradaxa;WARNINGS AND PRECAUTIONS;Haemorrhage
Pradaxa;WARNINGS AND PRECAUTIONS;Myocardial infarction
Pradaxa;WARNINGS AND PRECAUTIONS;Paralysis
Pradaxa;WARNINGS AND PRECAUTIONS;Pericardial effusion
Pradaxa;WARNINGS AND PRECAUTIONS;Spinal cord haematoma
Pradaxa;WARNINGS AND PRECAUTIONS;Transient ischaemic attack
Myrbetriq;ADVERSE REACTIONS;Abdominal distension
Myrbetriq;ADVERSE REACTIONS;Abdominal pain
Myrbetriq;ADVERSE REACTIONS;Alanine aminotransferase increased
Myrbetriq;ADVERSE REACTIONS;Angioedema
Myrbetriq;ADVERSE REACTIONS;Arthralgia
Myrbetriq;ADVERSE REACTIONS;Aspartate aminotransferase increased
Myrbetriq;ADVERSE REACTIONS;Atrial fibrillation
Myrbetriq;ADVERSE REACTIONS;Back pain
Myrbetriq;ADVERSE REACTIONS;Bladder pain
Myrbetriq;ADVERSE REACTIONS;Blood bilirubin increased
Myrbetriq;ADVERSE REACTIONS;Blood lactate dehydrogenase increased
Myrbetriq;ADVERSE REACTIONS;Blood pressure increased
Myrbetriq;ADVERSE REACTIONS;Blood pressure increased
Myrbetriq;ADVERSE REACTIONS;Breast cancer
Myrbetriq;ADVERSE REACTIONS;Cerebrovascular accident
Myrbetriq;ADVERSE REACTIONS;Constipation
Myrbetriq;ADVERSE REACTIONS;Cystitis
Myrbetriq;ADVERSE REACTIONS;Diarrhoea
Myrbetriq;ADVERSE REACTIONS;Dizziness
Myrbetriq;ADVERSE REACTIONS;Dry eye
Myrbetriq;ADVERSE REACTIONS;Dry mouth
Myrbetriq;ADVERSE REACTIONS;Dyspepsia
Myrbetriq;ADVERSE REACTIONS;Face oedema
Myrbetriq;ADVERSE REACTIONS;Face oedema
Myrbetriq;ADVERSE REACTIONS;Fatigue
Myrbetriq;ADVERSE REACTIONS;Gamma-glutamyltransferase increased
Myrbetriq;ADVERSE REACTIONS;Gastritis
Myrbetriq;ADVERSE REACTIONS;Glaucoma
Myrbetriq;ADVERSE REACTIONS;Headache
Myrbetriq;ADVERSE REACTIONS;Hypersensitivity vasculitis
Myrbetriq;ADVERSE REACTIONS;Hypertension
Myrbetriq;ADVERSE REACTIONS;Influenza
Myrbetriq;ADVERSE REACTIONS;Laryngeal oedema
Myrbetriq;ADVERSE REACTIONS;Lip oedema
Myrbetriq;ADVERSE REACTIONS;Lung neoplasm malignant
Myrbetriq;ADVERSE REACTIONS;Nasopharyngitis
Myrbetriq;ADVERSE REACTIONS;Nausea
Myrbetriq;ADVERSE REACTIONS;Neoplasm
Myrbetriq;ADVERSE REACTIONS;Nephrolithiasis
Myrbetriq;ADVERSE REACTIONS;Osteoarthritis
Myrbetriq;ADVERSE REACTIONS;Palpitations
Myrbetriq;ADVERSE REACTIONS;Prostate cancer
Myrbetriq;ADVERSE REACTIONS;Pruritus
Myrbetriq;ADVERSE REACTIONS;Purpura
Myrbetriq;ADVERSE REACTIONS;Rash
Myrbetriq;ADVERSE REACTIONS;Respiratory symptom
Myrbetriq;ADVERSE REACTIONS;Rhinitis
Myrbetriq;ADVERSE REACTIONS;Sinusitis
Myrbetriq;ADVERSE REACTIONS;Stevens-Johnson syndrome
Myrbetriq;ADVERSE REACTIONS;Tachycardia
Myrbetriq;ADVERSE REACTIONS;Tongue oedema
Myrbetriq;ADVERSE REACTIONS;Upper respiratory tract infection
Myrbetriq;ADVERSE REACTIONS;Urinary retention
Myrbetriq;ADVERSE REACTIONS;Urinary tract infection
Myrbetriq;ADVERSE REACTIONS;Urticaria
Myrbetriq;ADVERSE REACTIONS;Vaginal infection
Myrbetriq;ADVERSE REACTIONS;Vision blurred
Myrbetriq;ADVERSE REACTIONS;Vulvovaginal pruritus
Myrbetriq;WARNINGS AND PRECAUTIONS;Angioedema
Myrbetriq;WARNINGS AND PRECAUTIONS;Blood pressure diastolic increased
Myrbetriq;WARNINGS AND PRECAUTIONS;Blood pressure increased
Myrbetriq;WARNINGS AND PRECAUTIONS;Blood pressure systolic increased
Myrbetriq;WARNINGS AND PRECAUTIONS;Face oedema
Myrbetriq;WARNINGS AND PRECAUTIONS;Face oedema
Myrbetriq;WARNINGS AND PRECAUTIONS;Hypertension
Myrbetriq;WARNINGS AND PRECAUTIONS;Laryngeal oedema
Myrbetriq;WARNINGS AND PRECAUTIONS;Tongue oedema
Myrbetriq;WARNINGS AND PRECAUTIONS;Urinary retention
Amyvid;ADVERSE REACTIONS;Anxiety
Amyvid;ADVERSE REACTIONS;Back pain
Amyvid;ADVERSE REACTIONS;Blood pressure increased
Amyvid;ADVERSE REACTIONS;Chills
Amyvid;ADVERSE REACTIONS;Claustrophobia
Amyvid;ADVERSE REACTIONS;Dizziness
Amyvid;ADVERSE REACTIONS;Dysgeusia
Amyvid;ADVERSE REACTIONS;Fatigue
Amyvid;ADVERSE REACTIONS;Feeling cold
Amyvid;ADVERSE REACTIONS;Flushing
Amyvid;ADVERSE REACTIONS;Headache
Amyvid;ADVERSE REACTIONS;Hypertension
Amyvid;ADVERSE REACTIONS;Infusion site rash
Amyvid;ADVERSE REACTIONS;Injection site haemorrhage
Amyvid;ADVERSE REACTIONS;Injection site irritation
Amyvid;ADVERSE REACTIONS;Injection site pain
Amyvid;ADVERSE REACTIONS;Injection site reaction
Amyvid;ADVERSE REACTIONS;Insomnia
Amyvid;ADVERSE REACTIONS;Musculoskeletal pain
Amyvid;ADVERSE REACTIONS;Nausea
Amyvid;ADVERSE REACTIONS;Neck pain
Amyvid;ADVERSE REACTIONS;Pruritus
Amyvid;ADVERSE REACTIONS;Urticaria
Amyvid;WARNINGS AND PRECAUTIONS;Exposure to radiation
Amyvid;WARNINGS AND PRECAUTIONS;Neoplasm malignant
Vibativ;BOXED WARNINGS;Death
Vibativ;BOXED WARNINGS;Developmental delay
Vibativ;BOXED WARNINGS;Renal impairment
Vibativ;ADVERSE REACTIONS;Acute kidney injury
Vibativ;ADVERSE REACTIONS;Acute kidney injury
Vibativ;ADVERSE REACTIONS;Anaphylactic reaction
Vibativ;ADVERSE REACTIONS;Blood creatinine increased
Vibativ;ADVERSE REACTIONS;Blood creatinine increased
Vibativ;ADVERSE REACTIONS;Cardiovascular symptom
Vibativ;ADVERSE REACTIONS;Chills
Vibativ;ADVERSE REACTIONS;Clostridium difficile colitis
Vibativ;ADVERSE REACTIONS;Death
Vibativ;ADVERSE REACTIONS;Decreased appetite
Vibativ;ADVERSE REACTIONS;Diarrhoea
Vibativ;ADVERSE REACTIONS;Drug cross-reactivity
Vibativ;ADVERSE REACTIONS;Dysgeusia
Vibativ;ADVERSE REACTIONS;Electrocardiogram QT prolonged
Vibativ;ADVERSE REACTIONS;Hypersensitivity
Vibativ;ADVERSE REACTIONS;Infection
Vibativ;ADVERSE REACTIONS;Infusion related reaction
Vibativ;ADVERSE REACTIONS;Multi-organ failure
Vibativ;ADVERSE REACTIONS;Nausea
Vibativ;ADVERSE REACTIONS;Nephropathy toxic
Vibativ;ADVERSE REACTIONS;Pruritus
Vibativ;ADVERSE REACTIONS;Rash
Vibativ;ADVERSE REACTIONS;Renal disorder
Vibativ;ADVERSE REACTIONS;Renal failure
Vibativ;ADVERSE REACTIONS;Renal failure
Vibativ;ADVERSE REACTIONS;Renal impairment
Vibativ;ADVERSE REACTIONS;Renal impairment
Vibativ;ADVERSE REACTIONS;Respiratory symptom
Vibativ;ADVERSE REACTIONS;Septic shock
Vibativ;ADVERSE REACTIONS;Vomiting
Vibativ;ADVERSE REACTIONS;
Vibativ;WARNINGS AND PRECAUTIONS;Activated partial thromboplastin time abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Vibativ;WARNINGS AND PRECAUTIONS;Clostridium difficile colitis
Vibativ;WARNINGS AND PRECAUTIONS;Coagulation factor X level abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Coagulation test abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Coagulation time abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Colitis
Vibativ;WARNINGS AND PRECAUTIONS;Death
Vibativ;WARNINGS AND PRECAUTIONS;Developmental delay
Vibativ;WARNINGS AND PRECAUTIONS;Diarrhoea
Vibativ;WARNINGS AND PRECAUTIONS;Drug cross-reactivity
Vibativ;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
Vibativ;WARNINGS AND PRECAUTIONS;Hypersensitivity
Vibativ;WARNINGS AND PRECAUTIONS;Infusion related reaction
Vibativ;WARNINGS AND PRECAUTIONS;International normalised ratio abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Prothrombin time abnormal
Vibativ;WARNINGS AND PRECAUTIONS;Renal impairment
NULOJIX;BOXED WARNINGS;Infection susceptibility increased
NULOJIX;BOXED WARNINGS;Infection
NULOJIX;BOXED WARNINGS;Neoplasm malignant
NULOJIX;BOXED WARNINGS;Post transplant lymphoproliferative disorder
NULOJIX;ADVERSE REACTIONS;Abdominal pain upper
NULOJIX;ADVERSE REACTIONS;Abdominal pain
NULOJIX;ADVERSE REACTIONS;Acne
NULOJIX;ADVERSE REACTIONS;Acute kidney injury
NULOJIX;ADVERSE REACTIONS;Alopecia
NULOJIX;ADVERSE REACTIONS;American trypanosomiasis
NULOJIX;ADVERSE REACTIONS;Anaemia
NULOJIX;ADVERSE REACTIONS;Anxiety
NULOJIX;ADVERSE REACTIONS;Aphthous ulcer
NULOJIX;ADVERSE REACTIONS;Arteriovenous fistula thrombosis
NULOJIX;ADVERSE REACTIONS;Arthralgia
NULOJIX;ADVERSE REACTIONS;Atrial fibrillation
NULOJIX;ADVERSE REACTIONS;Back pain
NULOJIX;ADVERSE REACTIONS;Bacterial infection
NULOJIX;ADVERSE REACTIONS;Blood creatinine increased
NULOJIX;ADVERSE REACTIONS;Bronchitis
NULOJIX;ADVERSE REACTIONS;Central nervous system infection
NULOJIX;ADVERSE REACTIONS;Cerebral aspergillosis
NULOJIX;ADVERSE REACTIONS;Chronic allograft nephropathy
NULOJIX;ADVERSE REACTIONS;Complications of transplanted kidney
NULOJIX;ADVERSE REACTIONS;Constipation
NULOJIX;ADVERSE REACTIONS;Cough
NULOJIX;ADVERSE REACTIONS;Cytomegalovirus infection
NULOJIX;ADVERSE REACTIONS;Cytomegalovirus infection
NULOJIX;ADVERSE REACTIONS;Death
NULOJIX;ADVERSE REACTIONS;Diabetes mellitus
NULOJIX;ADVERSE REACTIONS;Diarrhoea
NULOJIX;ADVERSE REACTIONS;Dizziness
NULOJIX;ADVERSE REACTIONS;Dyslipidaemia
NULOJIX;ADVERSE REACTIONS;Dyspnoea
NULOJIX;ADVERSE REACTIONS;Dysuria
NULOJIX;ADVERSE REACTIONS;Encephalitis
NULOJIX;ADVERSE REACTIONS;Fungal infection
NULOJIX;ADVERSE REACTIONS;Fungal infection
NULOJIX;ADVERSE REACTIONS;Fungal skin infection
NULOJIX;ADVERSE REACTIONS;Guillain-Barre syndrome
NULOJIX;ADVERSE REACTIONS;Haematoma
NULOJIX;ADVERSE REACTIONS;Haematuria
NULOJIX;ADVERSE REACTIONS;Headache
NULOJIX;ADVERSE REACTIONS;Herpes virus infection
NULOJIX;ADVERSE REACTIONS;Human polyomavirus infection
NULOJIX;ADVERSE REACTIONS;Hydronephrosis
NULOJIX;ADVERSE REACTIONS;Hypercholesterolaemia
NULOJIX;ADVERSE REACTIONS;Hyperglycaemia
NULOJIX;ADVERSE REACTIONS;Hyperhidrosis
NULOJIX;ADVERSE REACTIONS;Hyperkalaemia
NULOJIX;ADVERSE REACTIONS;Hypertension
NULOJIX;ADVERSE REACTIONS;Hyperuricaemia
NULOJIX;ADVERSE REACTIONS;Hypocalcaemia
NULOJIX;ADVERSE REACTIONS;Hypokalaemia
NULOJIX;ADVERSE REACTIONS;Hypomagnesaemia
NULOJIX;ADVERSE REACTIONS;Hypophosphataemia
NULOJIX;ADVERSE REACTIONS;Hypotension
NULOJIX;ADVERSE REACTIONS;Infection
NULOJIX;ADVERSE REACTIONS;Influenza
NULOJIX;ADVERSE REACTIONS;Infusion related reaction
NULOJIX;ADVERSE REACTIONS;Insomnia
NULOJIX;ADVERSE REACTIONS;JC virus infection
NULOJIX;ADVERSE REACTIONS;Leukopenia
NULOJIX;ADVERSE REACTIONS;Lymphocele
NULOJIX;ADVERSE REACTIONS;Meningitis cryptococcal
NULOJIX;ADVERSE REACTIONS;Musculoskeletal pain
NULOJIX;ADVERSE REACTIONS;Nasopharyngitis
NULOJIX;ADVERSE REACTIONS;Nausea
NULOJIX;ADVERSE REACTIONS;Neoplasm malignant
NULOJIX;ADVERSE REACTIONS;Nervous system disorder
NULOJIX;ADVERSE REACTIONS;Neutropenia
NULOJIX;ADVERSE REACTIONS;Oedema peripheral
NULOJIX;ADVERSE REACTIONS;Polyomavirus-associated nephropathy
NULOJIX;ADVERSE REACTIONS;Polyomavirus-associated nephropathy
NULOJIX;ADVERSE REACTIONS;Post transplant lymphoproliferative disorder
NULOJIX;ADVERSE REACTIONS;Progressive multifocal leukoencephalopathy
NULOJIX;ADVERSE REACTIONS;Proteinuria
NULOJIX;ADVERSE REACTIONS;Pyrexia
NULOJIX;ADVERSE REACTIONS;Renal artery stenosis
NULOJIX;ADVERSE REACTIONS;Renal impairment
NULOJIX;ADVERSE REACTIONS;Renal tubular necrosis
NULOJIX;ADVERSE REACTIONS;Skin cancer
NULOJIX;ADVERSE REACTIONS;Stomatitis
NULOJIX;ADVERSE REACTIONS;Transplant dysfunction
NULOJIX;ADVERSE REACTIONS;Tremor
NULOJIX;ADVERSE REACTIONS;Tuberculosis
NULOJIX;ADVERSE REACTIONS;Upper respiratory tract infection
NULOJIX;ADVERSE REACTIONS;Urinary incontinence
NULOJIX;ADVERSE REACTIONS;Urinary tract infection
NULOJIX;ADVERSE REACTIONS;Viral infection
NULOJIX;ADVERSE REACTIONS;Vomiting
NULOJIX;ADVERSE REACTIONS;West Nile viral infection
NULOJIX;ADVERSE REACTIONS;Wound dehiscence
NULOJIX;WARNINGS AND PRECAUTIONS;BK virus infection
NULOJIX;WARNINGS AND PRECAUTIONS;Bacterial infection
NULOJIX;WARNINGS AND PRECAUTIONS;Cytomegalovirus infection
NULOJIX;WARNINGS AND PRECAUTIONS;Cytomegalovirus infection
NULOJIX;WARNINGS AND PRECAUTIONS;Death
NULOJIX;WARNINGS AND PRECAUTIONS;Fungal infection
NULOJIX;WARNINGS AND PRECAUTIONS;Graft loss
NULOJIX;WARNINGS AND PRECAUTIONS;Herpes virus infection
NULOJIX;WARNINGS AND PRECAUTIONS;Infection protozoal
NULOJIX;WARNINGS AND PRECAUTIONS;Infection
NULOJIX;WARNINGS AND PRECAUTIONS;JC virus infection
NULOJIX;WARNINGS AND PRECAUTIONS;Neoplasm malignant
NULOJIX;WARNINGS AND PRECAUTIONS;Opportunistic infection
NULOJIX;WARNINGS AND PRECAUTIONS;Polyomavirus-associated nephropathy
NULOJIX;WARNINGS AND PRECAUTIONS;Post transplant lymphoproliferative disorder
NULOJIX;WARNINGS AND PRECAUTIONS;Progressive multifocal leukoencephalopathy
NULOJIX;WARNINGS AND PRECAUTIONS;Renal impairment
NULOJIX;WARNINGS AND PRECAUTIONS;Renal transplant failure
NULOJIX;WARNINGS AND PRECAUTIONS;Skin cancer
NULOJIX;WARNINGS AND PRECAUTIONS;Transplant rejection
NULOJIX;WARNINGS AND PRECAUTIONS;Transplant rejection
NULOJIX;WARNINGS AND PRECAUTIONS;Tuberculosis
NULOJIX;WARNINGS AND PRECAUTIONS;Viral infection
Nplate;ADVERSE REACTIONS;Abdominal pain
Nplate;ADVERSE REACTIONS;Angioedema
Nplate;ADVERSE REACTIONS;Arthralgia
Nplate;ADVERSE REACTIONS;Dizziness
Nplate;ADVERSE REACTIONS;Dyspepsia
Nplate;ADVERSE REACTIONS;Erythromelalgia
Nplate;ADVERSE REACTIONS;Headache
Nplate;ADVERSE REACTIONS;Hypersensitivity
Nplate;ADVERSE REACTIONS;Insomnia
Nplate;ADVERSE REACTIONS;Musculoskeletal pain
Nplate;ADVERSE REACTIONS;Myalgia
Nplate;ADVERSE REACTIONS;Neutralising antibodies positive
Nplate;ADVERSE REACTIONS;Pain in extremity
Nplate;ADVERSE REACTIONS;Paraesthesia
Nplate;WARNINGS AND PRECAUTIONS;Acute myeloid leukaemia
Nplate;WARNINGS AND PRECAUTIONS;Acute myeloid leukaemia
Nplate;WARNINGS AND PRECAUTIONS;Blast cell count increased
Nplate;WARNINGS AND PRECAUTIONS;Bone marrow reticulin fibrosis
Nplate;WARNINGS AND PRECAUTIONS;Embolism
